     1	10월경
     1	10월초
     3	10위
    14	10일
     2	10일자
     1	10장
     2	10조원
     1	10주년
     1	10차
     1	10초
     1	10초로
     3	10통
   157	11
     3	11%
     1	11.2%
     1	11.35
     1	11.35%
     1	11.7%
     1	11.75%
     1	11.8%
    10	110
     4	1100
     1	1100명
     2	1100억원
     1	1100억원의
     1	1105
     1	1105만달러
     1	110만
     1	110만달러
     1	110만원
     1	110명
     2	110억원
     1	110층
     1	110카피
     2	111
     1	111개
     1	111억달러
     1	112
     1	1124
     3	114
     1	114mm
     1	114서비스
     4	115
     1	1157
     1	1157만명로
     1	115개
     2	115개국
     1	115만5614건
     1	116
     1	116개사
     1	118
     1	11840
     1	118억7500만원
     3	119
     1	119사이버구조대
     1	11g
     1	11i
     5	11개
     1	11개국
     1	11개의
     1	11년전
     1	11단계
     1	11대
     1	11만6100명
     1	11만대
     1	11센트
     2	11시
     1	11시15분
     1	11시30분
     1	11억달러
    26	11월
     1	11월7일자
     1	11월8일자
     1	11월말
     1	11월중
    18	11일
     1	11일자
     1	11초21
     1	11초37
     1	11초87
     4	11테러
     1	11테러사건
     1	11톤
   182	12
     6	12%
     1	12.05%
     1	12.1
     1	12.1%
     1	12.1인치
     1	12.3
     1	12.3%
     1	12.35
     1	12.35달러
     1	12.3테라플롭스
     1	12.60
     1	12.60달러
     2	12.7%
     1	12.8%
     1	12.9%
     7	120
     1	120%
    16	1200
     1	12000
     2	1200dpi
     1	1200dpi급
     1	1200개
     1	1200만개
     1	1200만달러
     1	1200만대
     1	1200명
     1	1200억
     3	1200억원
     1	1200억원대
     1	1200억원의
     1	1200여
     1	1200여개사
     1	1200여개사가
     1	1200여대
     1	1200여억원
     1	120Gb
     1	120달러
     1	120만대
     2	120억원
     1	120여개
     1	121
     1	121.1
     1	121.7%
     1	1210
     1	1210만
     1	1211
     1	1211만명
     2	122
     2	122건
     2	122것
     1	123
     1	1230
     1	1230억원
     1	1230억원의
     1	123억원
     1	124
     1	1240
     1	1240억원
     1	124만명
     2	125
     2	1250
     1	1250만달러
     1	1250억달러
     1	125명
     2	126
     1	1268
     1	1268만명
     1	126만개
     2	127
     1	1276
     1	1276만명
     1	1278
     1	1278만명
     1	127억7400만원
     3	128
     3	128M
     1	128M(16M
     2	128MB
     1	128Mb
     1	128Mb(16MX8
     1	128Mb간
     1	128개
     1	128개가
     1	128비트
     1	128승
     1	129
     1	129.7
     1	129.8
     1	1294
     1	1294만명
     1	129만명
     7	12개
     1	12개SO(90만가입자
     2	12개월
     2	12개의
     1	12년
     2	12대
     1	12라인
     1	12만2950달러
     1	12만5000명
     1	12만5000명만
     2	12만개
     1	12만개가
     1	12만개의
     1	12만대
     1	12만명
     1	12만명의
     1	12만원
     1	12매
     2	12명
     1	12명의
     1	12배
     1	12분
     2	12시
     1	12억
     1	12억8000만달러
     2	12억달러
    26	12월
     3	12인치
    18	12일
     1	12일경
     1	12일로
     1	12일자
     1	12조3천억번
     1	12조3천억회
     1	12조7500억원
     1	12조9000억원
     1	12종
     1	12초47
     1	12초96
     1	12층
     1	12화소
     1	12화소이고
   129	13
     3	13%
     1	13.4%
     1	13.6%
     1	13.8%
     9	130
     4	1300
     1	1300달러
     1	1300만개
     1	1300억원
     1	1300원
     1	130개
     1	130달러
     2	130억원
     1	130여개
     1	130여만대
     1	130호점
     2	131
     1	131674
     1	131개
     1	131억달러
     1	131억원
     2	132
     1	132개
     1	132건
     1	132것
     5	133
     1	1334
     1	133A
     3	134
     1	134만원
     1	134명선
     1	135
     1	137
     1	138851
     2	139
     3	1394
     1	139건
     1	139억원
     5	13개
     3	13개국
     1	13년
     1	13달러
     1	13만8000여명
     1	13만9460달러
     1	13만건
     1	13만건의
     1	13만여명
     2	13면
     2	13명
     1	13명의
     1	13센트
     1	13억달러
     2	13위
    15	13일
     1	13일자
     1	13조원
     1	13초
   149	14
     5	14%
     1	14.2%
     1	14.3%
     1	14.41
     1	14.41%
     1	14.5%
     1	14.6%
     9	140
     4	1400
     1	1400만달러
     1	1400만명
     1	1400만회
     1	1400만회로
     1	1400명
     1	140달러
     1	140만대
     1	140만회선
     2	140억달러
     1	140억원
     1	140여명
     1	140여종
     1	141
     1	1410
     1	1410억9800만달러
     1	142
     1	1426
     1	1426조원
     1	143
     1	143%
     1	143억달러
     1	144
     1	1443
     1	1443년
     1	144개
     1	1450
     1	1450만
     1	1450만대
     1	14721
     1	1480
     1	1480원
     1	149
     1	149.6
     1	149달러
     7	14개
     1	14개사
     1	14개사가
     2	14개의
     1	14만명
     1	14만여명
     2	14만원대의
     1	14면
     1	14번째
     1	14억1500만원
     1	14억9300만원
     1	14억달러
    19	14일
     1	14초
   182	15
    10	15%
     1	15%대의
     1	15.2%
     1	15.4
     1	15.4인치
     1	15.5%
     1	15.6%
    22	150
     1	150%
     1	150.9
    13	1500
     1	1500+
     1	15000
     1	1500곳
     1	1500만개
     1	1500만개의
     2	1500만달러
     1	1500만대
     1	1500만시간
     1	1500만시간의
     1	1500만원
     1	1500억
     2	1500억원
     1	1500억원대
     2	1500여대
     1	1500여종
     1	1504
     1	1504억3900만달러
     1	150곳
     1	150달러
     1	150만
     1	150만9943명
     1	150만건
     1	150만달러
     1	150만명
     1	150명
     2	150억달러
     8	150억원
     1	150조원
     1	152%
     1	1536
     1	156
     1	1560
     1	1560원
     1	157
     1	157억달러
     1	158
     1	158억달러
     2	15K
     2	15TB
     1	15TB급
     7	15개
     1	15개국
     1	15개월
     1	15개의
     2	15년
     1	15년간
     1	15달러
     1	15만
     1	15만6200원
     1	15만권
     2	15만대
     1	15만명
     1	15만명인
     1	15만원
     1	15만원선
     1	15만원선이면
     1	15명
     1	15명과
     1	15분
     1	15분간
     1	15분간의
     1	15억
     1	15억8000만달러
     3	15억달러
     4	15억원
     2	15억원의
     6	15인치
    14	15일
     1	15조원
     1	15종
     1	15학점
   189	16
     5	16%
     1	16.3
     1	16.3%
     1	16.7%
     1	16.8%
     1	16.9%
    11	160
     6	1600
     2	1600+
     2	1600억원
     1	1600억원의
     1	1600여명
     1	160개
     2	160만
     1	160만원
     1	160만회선
     1	160분
     2	160억원
     1	160여개
     1	161
     1	1619
     1	1619억달러
     1	161억원
     1	162
     1	162.6
     1	162억달러
     1	1648
     1	1648억원
     1	1648억원의
     1	165
     1	165개
     1	167
     1	167개
     1	169
     1	1690
     1	1690건
     1	1690건의
     1	169달러
     1	16Gb
     1	16M
     1	16MX
     1	16MX8
     1	16W
     5	16개
     1	16개사
     1	16개월
     1	16년
     1	16대
     1	16대9
     1	16대의
     1	16만대
     1	16만원선
     1	16면
     1	16명
     1	16명의
     1	16배속
     1	16세기
     1	16억2600만원
     2	16억3000만달러
     1	16억4700만원
     1	16억5000만달러
     1	16억달러
     1	16억원
     1	16웨이
    21	16일
     1	16일과
     2	16일자
     1	16장
     1	16장의
     1	16조440억원
   106	17
     3	17%
     1	17.1%
     1	17.15%
     1	17.2%
     1	17.4mm
     1	17.8%
     7	170
     1	170%
     2	1700
     1	1700+
     1	1700개
     1	1700개의
     1	1700만부
     1	1705.64
     1	170만
     1	170만개
     1	170만명
     1	170만파운드
     1	170억3900만원
     1	170조
     1	171
     1	171.8
     1	171개교
     1	172
     1	172g
     1	172조원
     1	175
     1	175달러
     1	176
     1	176만명
     1	177
     1	177개사
     3	179
     1	1799
     1	1799만명
     1	179개
     1	179달러
     1	179명
     2	17개
     1	17개의
     1	17건
     1	17만원
     1	17만원대
     1	17명
     1	17명도
     1	17분
     1	17시간
     3	17인치
    14	17일
     1	17조
     1	17조3420억원
    75	18
     1	18%
     1	18.5%
     1	18.7%
     8	180
     1	180.2
     4	1800
     1	1800+
     1	1800만
     1	1800여대
     1	1800여대의
     1	1809
     1	1809만명
     1	180W
     1	180개
     1	180도
     1	180만개
     1	180억1700만원
     3	180억원
     1	180여종
     1	184.3
     2	185
     1	185일
     1	185일로
     1	185조원
     1	186
     1	186억7200만원
     1	186여억원
     1	1875
     1	1875년
     1	1882
     1	1882만명
     1	189
     1	1891
     1	1891만명
     1	189억달러
     2	18개
     1	18개국
     2	18개월
     1	18만
     1	18만6486명
     2	18만원
     1	18만원선
     1	18만파운드
     1	18억
    19	18일
     2	18종
     1	18주만
    65	19
     3	19%
     1	19%선
     1	19.2%
     1	19.3
     1	19.4%
     1	19.8%
     1	19.9%
     1	190
     1	1900
     1	19005
     1	1900만원
     1	1900만원대
     1	190달러
     2	192
     1	192.43
     1	192.43포인트
     1	1920
     1	1928
     1	1928명
     1	1928명의
     1	192번째
     1	192억원
     1	1947
     1	1947대
     1	1947대가
     1	1950.2950,2900
     1	1950.2950,2900서버
     3	1970
     3	1970년대
    16	1972
     1	1972년
     1	19770
     1	1981
     1	1981명
     1	1982
     1	1982년
     2	1984
     2	1984년
     1	1986
     1	1986년
     2	199
     4	1990
     1	1990년
     2	1990년대
     1	1990년대말
     1	1993
     1	1993년
     3	1994
     3	1994년
     2	1995
     2	1995년
     1	1996
     1	1996년
     1	1997
     1	1997년
     3	1998
     3	1998년
     3	1999
     3	1999년
     1	199달러
     1	199억원
     6	19개
     1	19개군
     1	19개월
     1	19개월만
     1	19년
     1	19대
     1	19만건
     1	19만원선
     1	19세
     2	19억원
     1	19억원의
     1	19위
     1	19위로
     1	19인치
     1	19인치급
    16	19일
     1	19일이후
     1	19일자
     1	19조
     3	1GB
     1	1GB시대
     1	1Gb
     1	1MB
     2	1TB
     1	1TB급
     2	1U
     1	1U,2U
     1	1U서버
     1	1m
     5	1x
     1	1x방식
     1	1가구
     1	1가량
     1	1강
     7	1개
     3	1개당
     1	1개월
     3	1개의
     1	1개층
     1	1곡당
     2	1곳
     1	1국
     3	1기
     3	1기가
     1	1기가바이트
     1	1기가비트
    26	1년
     7	1년간
     1	1년농사
     1	1년반
     1	1년새
     1	1년여
     2	1년여간
     1	1년여만
     2	1년전
     9	1단계
     3	1달러
     1	1달여
     1	1달여만
     4	1대
     4	1대1
     1	1대주주
     1	1도메인
     1	1도메인이
     1	1등록증
     1	1롤
     2	1만
     1	1만1000원선
     1	1만1365개
     1	1만1800원
     1	1만2000
     1	1만2000가구
     2	1만2000개
     1	1만2900명
     1	1만3000
     1	1만4341건
     1	1만4550명
     1	1만50000원
     1	1만5000건
     2	1만5000명
     2	1만5000명의
     1	1만5000원
     1	1만5000원의
     1	1만5000회선
     1	1만5300원
     1	1만5520건
     1	1만5874건
     1	1만5874건의
     1	1만5천달러
     1	1만6000명
     1	1만6000명의
     1	1만6000여명
     1	1만6500원
     1	1만6500원의
     1	1만6700명
     1	1만6700명의
     1	1만7108건
     1	1만7755건
     1	1만7765건
     1	1만8000권
     1	1만8000유
     1	1만8000유로
     1	1만8200여곳
     1	1만9000
     1	1만9499엔
     1	1만9652달러
     4	1만개
     3	1만대
     1	1만명
     1	1만여
     3	1만원
     1	1만원대
     1	1만포트
     3	1면
     2	1명
     1	1명당
     1	1바이트면
     1	1백
     1	1백만
     4	1분
    23	1분기
     1	1분만
     2	1사
     3	1세대
     1	1세부과제
     1	1세션
     2	1센트
     1	1순위
     1	1시간
     1	1시간가량
     1	1시간여
     1	1실험실
     5	1억
     1	1억1000
     1	1억1000만
     1	1억1100만명
     1	1억1250만달러
     1	1억1700만권
     1	1억171만여개
     1	1억171만여개의
     1	1억2000만원
     1	1억2000명
     1	1억2500만달러
     1	1억3000만개
     3	1억3000만달러
     1	1억3800만달러
     1	1억4000여만원
     1	1억4200만원
     1	1억4500만대
     1	1억5000만달러
     1	1억5000만원
     1	1억5130만달러
     1	1억5500만달러
     1	1억5850만달러
     1	1억6000만부
     1	1억6000만원
     1	1억7000만달러
     1	1억7055만회
     1	1억800만달러
     1	1억8300만달러
     1	1억8436만회
     1	1억개
     5	1억달러
     1	1억대
     1	1억명
     3	1억원
    38	1월
     1	1월30일
     1	1월7일
     1	1월말
     1	1월중
     1	1웨이
    37	1위
     4	1위로
     1	1위업체
     3	1위인
     3	1위자리
     5	1인
     1	1인당
     2	1인미디어
     3	1인자
     1	1인자인
     2	1인칭
    21	1일
     2	1일자
     1	1장
     1	1전담
     3	1조
     1	1조1000억원
     1	1조1700억원
     1	1조1705억5690만PPP달러
     1	1조1840억원
     1	1조264억원
     1	1조3000억원
     1	1조5000억원
     1	1조6000억
     1	1조6000억원
     1	1조6114억원
     1	1조8000억엔
     1	1조8000억원
     1	1조9000억원
     6	1조원
     2	1조회
     1	1주일
     1	1주일만
    13	1차
     3	1차로
     1	1차연
     1	1차연도
     2	1차적
     1	1창업
     1	1천가구분
     1	1천배
     3	1초
     2	1층
     2	1테라플롭스
     1	1편
     2	1호
     5	1회
   285	2
     1	2%
    22	2.0
     1	2.01
     1	2.0도
     3	2.0버전
     2	2.0시대
     1	2.0트렌드
     1	2.1
     2	2.2
     1	2.4
     1	2.4Kg
     6	2.5
     1	2.5%
     1	2.56
     1	2.56달러
     1	2.5TB
     1	2.5TB급
     1	2.5건
     2	2.5배
     1	2.5세대
     1	2.5조
     1	2.7
     1	2.7배
     1	2.8
     1	2.8%
     1	2.8기가바이트
     1	2.95
   128	20
    30	20%
     1	20.8%
     2	20.9%
    37	200
     1	200%
    98	2000
     1	20000
     1	2000NT
     1	2000가구
     2	2000개
     1	2000개의
    44	2000년
     2	2000년대
     1	2000년도
     2	2000년말
     1	2000달러선
     4	2000대
     3	2000만
     1	2000만개
     1	2000만원
     3	2000명
     1	2000명이라는게
     1	2000억
     6	2000억원
     1	2000억원의
     2	2000원
     1	2000위안
     1	2000종
     1	2000포트
   123	2001
    28	2001년
     2	2001회계연도
   257	2002
    15	2002년
    83	2003
     1	2003.07.18
    28	2003년
     1	2003년도
     1	2003년판
    67	2004
    38	2004년
     1	2004년께
     1	2004년말
     1	2004년이면
     1	2004년초
    51	2005
    33	2005년
     1	2005년경
     1	2005년이면
   109	2006
    13	2006년
     1	2006년께
     1	2006명
    50	2007
    17	2007년
     1	2007년내
     9	2008
     5	2008년
     7	2009
     7	2009년
     1	200개
     1	200건
     2	200년
     1	200달러
     2	200대
     3	200만
     2	200만개
     1	200만대
     4	200만명
     2	200만원
     1	200명
     1	200억달러
     4	200억원
     2	200억원대
     4	200여개
     1	200여대
     1	200여업체
     1	200여종
     1	200원
     1	200장
     5	201
     8	2010
     7	2010년
     1	2010년말
     1	2010프로젝트
     2	2011
     2	2011년
     1	2012
     1	2012년
     1	2013
     1	2013년
     1	2015
     1	202
     1	2020
     1	2020년
     1	202개
     1	203
     1	2040
     1	2040만대
     1	2042
     1	2042개
     1	2048
     1	206m
     1	208
     1	208여개
     1	20Gb
     1	20Mbps
     1	20TB
     1	20TB급
     1	20가지
     8	20개
     1	20개가
     1	20개국
     1	20개의
     3	20년
     5	20대
     5	20만
     3	20만대
     1	20만대의
     1	20만명
     2	20만원
     1	20만원선
     1	20만회선
     1	20면
     4	20명
     1	20명의
     1	20번
     1	20세기
     1	20세기가
     1	20억
     1	20억개
     1	20억개의
     2	20억달러
     7	20억원
     2	20억원의
     5	20여개
     1	20여개소
     1	20여개소가
     3	20여개의
     1	20여건
     1	20여건의
     1	20여곳
     1	20여년
     3	20여명
     2	20여명의
     1	20여통
     1	20여통과
     2	20위
     2	20인치
     1	20인치급
     1	20인치대
    22	20일
     1	20일자
     1	20장
     1	20조달러
     1	20종
     2	20주년
     1	20척
     2	20초
     1	20초만
    95	21
     2	21%
     1	21.1%
     1	21.52%
     1	21.6%
     1	21.8
     1	21.8%
     1	21.85%
     3	210
     2	2100
     1	2100+
     1	2100만달러
     1	210개사
     1	210만
     1	210여억원대
     1	211
     1	211만화소
     1	212
     1	212%
     1	212기가플롭스
     1	214%
     1	215
     1	2150
     1	2150명
     1	2150명의
     1	216
     1	216억3700만원
     5	21개
     1	21개월
     1	21개월만
     1	21개의
     1	21만9700원
     1	21만명
    19	21세기
     1	21세기가
     1	21세기프런티어연구개발사업도
     1	21억
     2	21억달러
     1	21위
     1	21인치
    19	21일
    63	22
     5	22%
     1	22.2%
     3	220
     5	2200
     1	2200억
     2	2200억원
     1	2200여개
     1	2204
     1	2204억원
     1	220V
     1	220기가플롭스급
     1	220만대
     1	220만회선
     1	224
     1	2250
     1	2250만명
     1	2250만명의
     1	22개
     1	22년
     1	22만1993명
     1	22만여명
     1	22만여명의
     1	22억달러
     1	22위
     2	22인치
    17	22일
     1	22일자
    56	23
     3	23%
     1	23.2%
     1	23.21
     1	23.21달러
     2	23.8%
     2	230
     4	2300
     1	23000
     1	2300만달러
     1	2300만원
     1	2300억원대
     1	230기가플롭스
     1	230만대
     2	232
     2	232건
     1	238
     1	238조
     1	238조원
     2	239
     1	239달러
     1	239억원
     1	23만2700원
     1	23만원대인
     1	23배
     1	23억달러
     2	23위
     8	23일
    64	24
     2	24%
     1	24.3%
     2	240
     3	2400
     1	2400dpi
     1	2400dpi급
     1	2400만
     1	2400억원
     1	240W
     1	240억원
     1	241
     1	2413
     1	2413개
     1	2413개의
     1	241달러
     2	242
     1	242억원
     1	2437
     1	2437건
     1	245
     1	2451
     1	2451건
     1	2460
     1	248
     3	24개
     1	24게
     1	24게임
     1	24경기
     1	24년후
     1	24달러
     1	24미터
     1	24배속
     1	24번째
     1	24세
     1	24세인
     6	24시간
     1	24위
     2	24인치
    12	24일
     1	24장
    77	25
     6	25%
     1	25.5%
    13	250
     4	2500
     1	25000
     2	2500달러
     1	2500만명
     1	2500억원
     1	250MB
     1	250개
     2	250달러
     1	250만원
     1	250억달러
     3	250억원
     1	250원
     1	250포인트
     1	251
     1	251조원
     2	252
     1	252달러
     1	252억달러
     1	2536
     1	2536명
     2	256M
     1	256M(16M
     3	256MB
     1	256MB급
     1	256MB정도
     1	256Mb
     1	256Mb(16MX16
     1	256Mb(32MX8
     1	259
     1	259만명
     1	25MB
     1	25MB/s
     1	25가지
     2	25개
     1	25개사
     1	25개사만
     1	25개의
     1	25기가바이트
     3	25년
     1	25년간
     1	25만8700원
     1	25만달러
     1	25만대
     2	25명
     1	25명인
     1	25분
     1	25억건
     1	25억건의
     1	25억달러
     1	25억원
     1	25억원의
    19	25일
    72	26
     1	26%
     1	26.3%
     1	26.4mm
     1	26.6
     1	26.7%
     1	26.9%
     2	260
     3	2600
     1	2600만달러
     1	2600명
     1	2600억달러
     1	260개
     1	260개의
     1	260억달러
     1	2615
     1	2615원
     1	2623
     1	2623억원
     3	266
     1	266A
     1	2680
     1	2680원
     2	26개
     1	26달러
     1	26세
     1	26억2000만원
     1	26억원
    15	26일
     1	26일로
     3	26일자
    52	27
     3	27%
     1	27.5%
     2	270
     3	2700
     1	2700C
     1	2700만
     1	2700명
     1	2700여개
     1	270525
     1	270분
     1	270억달러
     1	276
     1	276조
     1	276조원
     1	279
     1	279억원
     1	27개
     1	27개사
     1	27만525명
     1	27만명
     1	27만여명
     1	27만원
     1	27억2500만달러
     1	27억4000만달러
     1	27위
    13	27일
    65	28
     1	28.1
     1	28.37%
     1	28.83
     1	28.83%
     1	280
     4	2800
     1	2800개
     1	2800만
     1	2800만명
     1	2800만명의
     1	280평
     1	282
     2	2820
     1	2820만개
     1	282억원
     2	286
     1	286억원
     1	286조
     1	2880
     1	2880만개
     1	289.3
     1	28M2
     2	28개
     1	28개업체
     1	28만9000원
     1	28세
     1	28억달러
     1	28위
    15	28일
     1	28자
     1	28층
    57	29
     1	29%
     1	29.3%
     1	29.95
     1	29.95달러
     1	2900
     1	29160
     1	2954
     1	2954억달러
     1	296m
     1	299
     1	299달러
     1	29건
     1	29위
     1	29인치
    10	29일
     3	2D
     3	2G
     1	2G(PCS
     1	2G-3G
     1	2G-3G간
     1	2Gb
     1	2G간
     1	2G사업자
     1	2MX
     1	2Mbps
     2	2U
     1	2강
    15	2개
     1	2개사
     5	2개월
     1	2개월전인
     3	2개의
     2	2곳
     1	2기
     1	2기가
    24	2년
     6	2년간
     1	2년내
     1	2년도
     1	2년이하
     2	2년전
     1	2년제
     1	2노트북
    11	2단계
     1	2달러56센트
     1	2달러대
     1	2대주주
     2	2라운드
     1	2만
     1	2만1550원
     1	2만1756건
     1	2만2000명
     1	2만2000원
     1	2만3000원
     1	2만3741건
     1	2만5000대
     1	2만5000명
     1	2만5000원
     1	2만5000원만
     1	2만5000장
     1	2만5400달러
     1	2만6150개
     1	2만6150개의
     1	2만800엔
     1	2만달러
     3	2만대
     2	2만명
     1	2만여
     1	2만여개
     1	2만여대
     2	2만여명
     2	2만원
     2	2만장
     1	2면
     1	2명
     2	2바이트
    29	2배
     2	2배가
     1	2배인
     1	2번
     2	2분
    17	2분기
     1	2분기내
     2	2분기들어
     5	2세대
     1	2세부과제
     1	2순위
     2	2시
     2	2시간
     1	2약
     1	2억1100만원
     1	2억1500만달러
     1	2억3500만달러
     1	2억400만명
     2	2억5000만달러
     1	2억5000만원
     1	2억5700
     1	2억5700만
     1	2억5700만명
     1	2억6000만원
     1	2억6900만달러
     1	2억7000만원
     1	2억7500만달러
     1	2억7800만
     1	2억7800만대
     1	2억7900
     1	2억7900만
     1	2억8000
     1	2억8000만
     1	2억8050만유
     1	2억9000
     1	2억9000만
     1	2억9000만달러
     2	2억원
     1	2억원일
    40	2월
     1	2월경
     1	2월중
    29	2위
     3	2위로
     1	2위업체
     4	2위인
     1	2인자
     1	2인치
    12	2일
     1	2조2000억원
     2	2조2400억원
     1	2조4789억원
     1	2조7052억원
     3	2조원
     6	2종
     1	2종이
     1	2종임
     5	2주
     2	2주만
     1	2주만인
     1	2줄
     8	2차
     1	2차로
     1	2차연
     1	2차연도
     2	2차전지
     1	2채널
     1	2천억원
     1	2판
     1	2학기
     4	2회
     1	2회때
   290	3
     6	3%
     2	3%대의
     6	3.0
     1	3.0%
     1	3.02%
     1	3.0도
     2	3.1
     1	3.2
     2	3.4
     1	3.4%
     1	3.47%
     1	3.4배
     4	3.5
     1	3.5m
     1	3.5배
     1	3.5버전
     1	3.5세대
     1	3.5인치
     1	3.75%
     1	3.8%
     1	3.95
     1	3.95달러
    93	30
    36	30%
     1	30.4%
    37	300
    21	3000
     1	30000
     1	3000가구
     1	3000개
     1	3000단어급
     2	3000달러
     2	3000대
     1	3000대의
     1	3000만
     1	3000만건
     1	3000만건의
     3	3000만명
     1	3000만원
     2	3000명
     3	3000억원
     2	3000원
     1	3000장
     1	300대
     3	300만
     3	300만달러
     1	300만대
     3	300만명
     1	300만원
     2	300만원대
     1	300만원선
     1	300만화소
     2	300명
     2	300명의
     1	300배
     2	300억달러
     8	300억원
     1	300여개
     1	300여대
     2	300여명
     1	300원
     1	300인치대
     1	3010
     1	302
     1	302개
     1	3040
     1	306m
     1	3080
     1	309
     1	309만9000원
     1	30Gb
     1	30MB
     1	30개
     1	30개국
     4	30년
     1	30대
     3	30만
     1	30만대
     1	30만명
     1	30만명의
     2	30만원
     1	30만원대
     1	30만통
     3	30명
     1	30명의
     4	30분
     1	30억
     3	30억달러
     6	30억원
     1	30여
     4	30여개
     2	30여개의
     1	30여명
     1	30여일
     1	30여척
     1	30여통
     1	30위
     1	30인치
    11	30일
     2	30일로
     1	30조달러
     1	30초
     1	30초로
     1	30층
     1	30테라플롭스
    46	31
     1	31%
     1	31.3%
     2	310
     1	310억1600만원
     1	3130
     1	3130만달러
     1	3149
     1	3149건
     1	315
     1	315억원
     1	316%
     1	3165
     1	3165개
     1	31가지
     1	31가지로
     1	31개
     1	31건
     1	31것
     2	31억달러
    14	31일
    33	32
     2	32%
     1	32.8%
     5	320
     4	3200
     1	3200만개
     1	3200만여
     1	320만
     1	320억800만원
     1	320억원
     1	3229
     1	3229억원
     2	323
     1	323개
     1	3240
     1	3240만개
     1	325
     1	32MX8
     3	32개
     1	32개사
     1	32경기
     1	32만화소급
     2	32배속
     5	32비트
     1	32억원
     1	32억원의
     2	32인치
    13	33
     2	33%
     1	33.1%
